-like	sؤپn<br><br>
crisis	bohrؤپn; bohrؤپnzade<br><br>
crisp	mojaad; moja''ad; tord<br><br>
crispy	tord<br><br>
crisscross	taqؤپtoâ€™ kardan<br><br>
crisscrossed	navardide<br><br>
criteria	meâ€™yؤپrhؤپ; إ،ؤپxes; zavؤپbet<br><br>
criterion	mahak; meâ€™yؤپr; melؤپk; meqyؤپs; me'yؤپr; zؤپbete<br><br>
critic	enteqؤپdkonande; kؤپrإ،enؤپs; montaqed; nؤپqed; naqqؤپd; nekuheإ،ة،ar<br><br>
critical	bohrؤپni; enteqؤپdؤپmiz; enteqؤپdi; naqqؤپdؤپne; vaxim<br><br>
critically	enteqؤپdؤپmiz<br><br>
criticism	enteqؤپd; eybjuyi; naqd; naqqؤپdi; nekuheإ،<br><br>
criticisms	enteqؤپdؤپt<br><br>
criticize	enteqؤپd kardan<br><br>
critique	enteqؤپd<br><br>
critter	maxluq<br><br>
croak	qؤپrqؤپr kardan; qurqur; qurqur kardan<br><br>
croaking	qؤپrqؤپr<br><br>
crock	xomre<br><br>
crocodile	susmؤپr; temsؤپh<br><br>
crocodile tears	aإ،k-e temsؤپh<br><br>
crocus	za'ferؤپn<br><br>
croft	bؤپqce<br><br>
crook	hoqqebؤپz; kaj kardan; kallؤپإ،; kolؤپhbardؤپr; xam kardan<br><br>
crooked	kaj; kaإ¾; xam; xamide<br><br>
croon	ؤپvؤپz; zemzeme<br><br>
crooner	ؤپvؤپzxؤپn<br><br>
crop	cidan; cinedؤپn; gisu rؤپ zadan; hؤپsel dؤپdan; mahsul; sarإ،ؤپxe zadan<br><br>
crop damage	suxt<br><br>
crop up	sar dar ؤپvardan<br><br>
crops	zerؤپi<br><br>
croquis	mosavvade<br><br>
cross	calipؤپ; calipؤپyi; doraة،e; dorage kardan; extelؤپf; ة،ozaإ،tan; gozaإ،tan (gozar); haddevasat; kajxolqi kardan; nؤپdorosti; obur kardan; peyvand zadan; qalam keإ،idan bar ru-ye; qatâ€™ kardan; ruberu إ،odan; salib; talؤپqi kardan; taqؤپto'; taqؤپtoâ€™ kardan; xؤپj<br><br>
cross sign	alؤپmat-e zarbdar<br><br>
cross themselves	salib bar sin-e keإ،idan<br><br>
cross-country skiing	eski-ye sahrؤپyi<br><br>
cross-cut	miyؤپnbor<br><br>
cross-examine	bؤپzjuyi kardan<br><br>
cross-eyed	cap<br><br>
cross-legged	cؤپhؤپrzؤپnu<br><br>
crossbreed	peyvand zadan<br><br>
crosshairs	tirres<br><br>
crossing	dorؤپhe; ma'bar; mahall-e taqؤپtoâ€™; obur<br><br>
crosslet	xؤپj<br><br>
crossover	calipؤپyi; ma'bar; moteqؤپte'<br><br>
crossroad	cؤپhؤپrrؤپh<br><br>
crossroads	cؤپhؤپrrؤپh<br><br>
crosswalk	xatt-e ؤپber-e piyؤپde<br><br>
crossways	az vasat<br><br>
crosswise	az vasat; salibi<br><br>
crossword	jadval-e kalamؤپt-e moteqؤپte'<br><br>
crotch	dorؤپhi; doإ،ؤپxe<br><br>
crouch	dolؤپ إ،odan; quz kardan; xoإ،ؤپmadguyi kardan<br><br>
crouching	xizؤپn<br><br>
croup	maq'ad<br><br>
crow	bؤپng zadan; kalؤپq; zؤپq<br><br>
crowbar	ahrom; deylam<br><br>
crowd	capidan; ezdehؤپm; ezdehؤپm kardan; jamؤپat; إ،oluqi; yam'iyat<br><br>
crowded	porezdehؤپm; porraftoؤپmad; إ،oluq<br><br>
crown	farq; rukeإ،-e dandؤپn; tؤپj; tؤپj-e dandؤپn; tؤپjotaxt<br><br>
crown prince	valiahd; valiahdi<br><br>
crucial	hayؤپti; ta'yinkonande; vaxim<br><br>
cruciate	calipؤپyi<br><br>
crucified	maslub<br><br>
crucifixion	maslub<br><br>
cruciform	calipؤپyi; salibi<br><br>
crucify	be dؤپr ؤپvixtan; be salib keإ،idan<br><br>
crude	xؤپm; zomoxt<br><br>
crude oil	naft-e xؤپm<br><br>
crudity	nؤپpoxteة،i; xؤپmi<br><br>
cruel	bidؤپdة،ar; birahm; setamkؤپr; zؤپlem; zؤپlemؤپne<br><br>
cruelly	birahmؤپne<br><br>
cruelty	bidؤپd; dadmaneإ،i; setamة،ari; xoإ،unat; zolm<br><br>
cruise	safar-e daryؤپyi<br><br>
cruising boat	keإ،ti-ye tafrihi<br><br>
crumb	xorde<br><br>
crumble	foru rixtan<br><br>
crumbled	azhampؤپإ،ide<br><br>
crumple	coruk kardan; mocؤپle kardan<br><br>
crumpled	mocؤپle<br><br>
crunchy	tord<br><br>
crusade	jang-e salibi; nehzat<br><br>
crush	celؤپndan; feإ،ؤپr ؤپvardan; feإ،ordan; leh kardan; riz-riz kardan; إ،ekast dؤپdan; xord kardan; xord إ،odan<br><br>
crushed	lah; leh<br><br>
crust	puste<br><br>
crutch	cub-e zirbaqal; doإ،ؤپxe<br><br>
crux	cistؤپn; laqz<br><br>
cry	ajz; aإ،k rixtan; bؤپnة،; bؤپng zadan; dؤپd zadan; faryؤپd; faryؤپd zadan; ة،eristan; gerye; ة،erye; gerye kardan; gerye kardan (kon); heqheq gerye kardan; mosavvet kardan; nؤپle; qariv; sedؤپ kardan; xoruإ،; xoruإ، bar ؤپvardan; xoruإ،idan; zajje; zؤپri<br><br>
crying	ة،eryؤپn; ة،eryekonؤپn; xoruإ،<br><br>
crying out	zaje<br><br>
cryogenic	sarmؤپzؤپ<br><br>
crypt	daxme<br><br>
cryptic	marmuz; ramzi<br><br>
cryptically	marmuzؤپne<br><br>
cryptographer	ramzneة،ؤپr<br><br>
cryptographic	nahofte; penhؤپni; ramziإ،ode<br><br>
cryptography	ramznevisi<br><br>
cryptology	ramzإ،enؤپs<br><br>
crystal	ؤپbة،ine; bolur; keristؤپl; keristؤپli; إ،affؤپf; zolؤپl<br><br>
crystal ball	jؤپm-e jahؤپnnamؤپ<br><br>
crystalline	bolurin; motebalver; إ،affؤپf<br><br>
crystallization	tabalvor<br><br>
crystallize	إ،ekl dؤپdan<br><br>
crÃ¨me	kerem<br><br>
cub	tule<br><br>
Cuba	Kubؤپ<br><br>
Cuban	kubؤپyi<br><br>
cube	mokaab; moka''ab; moka''abmostatil<br><br>
cubic	mokaab; moka''ab; moka''abi<br><br>
cubic centimeter	sؤپntimetr-e mokaab<br><br>
cubic meter	metr-e mokaab<br><br>
cubical	moka''ab; moka''abi<br><br>
cubicle	otؤپqak; xؤپbة،ؤپh<br><br>
cubism	kubism<br><br>
cuboid	moka''ab<br><br>
cuckoo	fؤپxte; kuku<br><br>
cucumber	xiyؤپr<br><br>
cucumbers	xiyؤپr<br><br>
cucurbit	kadu<br><br>
cud	noإ،xؤپr<br><br>
cuddle	dar ؤپquإ، gereftan<br><br>
cudgel	comؤپq; cub zadan<br><br>
cue	rؤپhnamؤپyi kardan; saf<br><br>
cued	neإ،ؤپnedؤپr<br><br>
cuff	sili<br><br>
cuisine	ؤپإ،pazi; xorؤپk<br><br>
cull	golcin kardan; jamâ€™ؤپvari kardan<br><br>
culottes	dؤپmanإ،alvؤپri<br><br>
culpable	mojrem<br><br>
cult	ؤپyin; kiإ،<br><br>
cult of personality	kiإ،-e إ،axsiyat<br><br>
cultivate	keإ،t dؤپdan; keإ،t kardan; tarvij kardan; zerؤپat kardan<br><br>
cultivated	motemadden<br><br>
cultivation	keإ،t; tahzib; zerؤپat<br><br>
cultivator	barzeة،ar<br><br>
cultural	farhangi; tarbiyati<br><br>
cultural convention	tavؤپfoqnؤپme-ye farhangi<br><br>
cultural exchange	dؤپdosetad-e farhangi<br><br>
cultural relations	ravؤپbet-e farhangi<br><br>
cultural revolution	enqelؤپb-e farhangi<br><br>
culture	farhang; tamaddon<br><br>
culture minister	vazir-e farhang<br><br>
cultured	bؤپfarhanة،; parvarde; tahsilkarde; tarbiyatإ،ode<br><br>
cultured pearl	morvؤپrid-e parvareإ،i<br><br>
culvert	ؤپbgozar<br><br>
cumbersome	dastopؤپة،ir<br><br>
cumin	zire<br><br>
cumulate	anbؤپإ،tan; tudeâ€Œ kardan<br><br>
cumulation	anbؤپإ،teة،i; gerdؤپvari; jamâ€™ؤپvari<br><br>
cumulative	anbؤپإ،te; anbؤپإ،ti<br><br>
cunctation	makki; maks; taallol<br><br>
cuneiform	mixi; xatt-e mixi<br><br>
cunning	hile; hileة،ari; makkؤپr; mokؤپri; ziraki<br><br>
cunt	kos<br><br>
cup	estekؤپn; fenjؤپn; jؤپm; kؤپp; livؤپn; piyؤپle; sؤپqar; xun gereftan<br><br>
cup of tea	fenjؤپn-e cؤپy<br><br>
cupbearer	sؤپqi<br><br>
cupboard	bufe; ة،anje; kؤپbinet<br><br>
cupcake	keykyazdi<br><br>
cupola	gonbad; ة،onbad; kolؤپhak; qobbe<br><br>
cupped	gowd<br><br>
cupping	bؤپdkeإ،<br><br>
cupreous	mesi<br><br>
cuprous	mesi<br><br>
curator	neة،ahdؤپr<br><br>
curb	bؤپzdؤپإ،t; foru neإ،ؤپndan; jelogiri; jelowgiri; jolowgiri; mahdud kardan; momؤپneat kardan; zanjir<br><br>
curd	kaإ،k<br><br>
cure	behbudi dؤپdan; dؤپru; esterؤپhat-e darmؤپni; إ،afؤپ dؤپdan; sؤپlem kardan<br><br>
cure-all	nuإ،dؤپru<br><br>
cured	darmؤپnإ،ode<br><br>
curettage	kurtؤپإ¾<br><br>
curfew	hokumat-e nezؤپmi; man'-e oburomorur<br><br>
curio	tohfe<br><br>
curiosity	konjkؤپvi<br><br>
curious	konjkؤپv; konjkؤپvؤپne<br><br>
curl	halqe; halqeâ€Œ kardan; jaâ€™d-e muy<br><br>
curls	fer<br><br>
curly	ferferi; mojaad; moja''ad<br><br>
curly hair	mu-ye ferferi<br><br>
curmudgeon	baxil<br><br>
currency	pul; pul-e rؤپyej; ravؤپj; vؤپhed-e pul<br><br>
currency exchange	mobؤپdele-ye pul<br><br>
current	bؤپqi; fe'li; jؤپri; konuni; moؤپser; motedؤپvel; rؤپyej; rؤپyey; sayyؤپl; yaryؤپn<br><br>
current account	hesؤپb-e jؤپri<br><br>
current account number	إ،omؤپre-ye hesؤپb-e jؤپri<br><br>
current status	vaz'-e mowjud<br><br>
currently	dar hؤپl-e hؤپzer<br><br>
curriculum	ؤپmuzeإ،-e barnؤپme; barnؤپmeâ€Œ-ye ؤپmuzeإ،i; barnؤپmeâ€Œ-ye tahsili; dowreâ€Œ-ye tahsilؤپt<br><br>
curry	kؤپri; mؤپlidan<br><br>
curse	ؤپq kardan; doإ،nؤپm; doإ،nؤپm dؤپdan; fohإ،; fohإ، dؤپdan; la'nat; nؤپsezؤپ goftan; nefrin; nefrin kardan; sabb<br><br>
cursed	nefrinإ،ode<br><br>
cursing	la'n<br><br>
cursory	sarsari<br><br>
curt	ejmؤپli<br><br>
curtail	kutؤپh kardan; xord sؤپxtan<br><br>
curtain	divؤپr; hejؤپb; jedؤپr; parde; parde-ye turi<br><br>
curtain raiser	piإ،parde<br><br>
curtain rod	cubparde<br><br>
curtsey	ta'zim<br><br>
curtsy	ta'zim<br><br>
curvaceous	porpicoxam<br><br>
curvature	enhenؤپ; kaji; piceإ،; xamidegi; xamideة،i<br><br>
curve	monhani; pic; xam; xamideة،i<br><br>
curved	monhani; xam; xamide<br><br>
curvy	porpicoxam<br><br>
cushion	canbare; kusan; lؤپyeâ€Œ gozؤپإ،tan; motakkؤپ; moxadde; poإ،ti; zirsؤپzi<br><br>
cushy	sؤپn<br><br>
cusp	kuhؤپn<br><br>
cuspidate	إ،ؤپxdؤپr<br><br>
cuss	fohإ،; fohإ، dؤپdan; la'nat; nefrin<br><br>
cussed	nefrinإ،ode<br><br>
custodian	motevalli; neة،ahbؤپn<br><br>
custody	habs; hefؤپzat; towqif<br><br>
custom	adab (ؤپdؤپb); ؤپdat; ؤپdat (ؤپdؤپt); marsum; rasm; rasm (marؤپsem); sefؤپreإ،i; sonnat<br><br>
custom-made	sefؤپreإ،i<br><br>
customary	ma'mul; marsum<br><br>
customer	moإ،tari; xaridؤپr<br><br>
customizable	qؤپbeleإ،axsisؤپzi<br><br>
customization	إ،axsisؤپzi<br><br>
customize	sefؤپreإ،i kardan<br><br>
customs	edؤپre-ye gomrok; gomrok; ة،omrok; gomroki; ة،omroki<br><br>
customs control	bؤپzresi-ye gomroki<br><br>
customs declaration	ezhؤپrnؤپme-ye gomroki<br><br>
customs duty	avؤپrez-e gomroki<br><br>
customs officer	ma'mur-e gomrok<br><br>
customs pl	ؤپdؤپb-o rosum<br><br>
customs, habits	rosum<br><br>
cut	boreإ،; boreإ، dؤپdan; boridan; boridan (bor); boride; boridegi; borideة،i; cؤپk; cؤپk dؤپdan; cؤپk-cؤپk; cidan; do nim kardan; duxt; ة،osastan; gosixtan; gozؤپإ،tan; kam kardan; kؤپnؤپl; ma'bar; maqta'; maxrut; naإ،enؤپxtan; pؤپre kardan; qat'; qat' kardan; qatâ€™ kardan; إ،ekؤپf; taqlil dؤپdan; tarؤپإ، dؤپdan; taxfif; yuy; zadan; zadan (zan)<br><br>
cut back	taqlil dؤپdan<br><br>
cut hair	mu zadan (zan)<br><br>
cut off	boridan; mahrum kardan; qat' kardan; qatâ€™ kardan<br><br>
cut out	boreإ، dؤپdan<br><br>
cutaneous	jaldi; pusti<br><br>
cutback	taqlil<br><br>
cute	bؤپnamak; delfarib; jazzؤپb; nؤپz; qaإ،ang; zibؤپ<br><br>
cutlery	qؤپإ،oq-cangؤپl<br><br>
cutlet	kotlet; kotlet-e dastedؤپr<br><br>
cutoff	boride; monfasel<br><br>
cutpurse	jibbor<br><br>
cutter	borande; boreإ،kؤپr<br><br>
cutthroat	xuni<br><br>
cutting	borande; boreإ،; boreإ،kؤپri; qat'<br><br>
cutting wood	cubbori<br><br>
cyan	firuzei<br><br>
cyanide	siyؤپnur<br><br>
cyanide of potassium	siyؤپnur<br><br>
cybercafe	kؤپfinet<br><br>
cycle	carx; carxe; carxsavؤپri kardan; dowr; dowr(-e); dowre; sikl<br><br>
cyclic	carxei<br><br>
cycling	carxsavؤپri; docarxesavؤپri<br><br>
cyclist	docarxesavؤپr<br><br>
cyclometer	sor'atsanj<br><br>
cyclone	ة،erdbؤپd<br><br>
cyclopaedia	dؤپeratolmaؤپref<br><br>
cyclopedia	dؤپeratolmaؤپref<br><br>
cylinder	lule; ostovؤپne; silandr<br><br>
cylinder head	sarsilandr<br><br>
cylindric	ostovؤپnei<br><br>
cylindrical	ostovؤپnei<br><br>
cynical	badbinؤپne<br><br>
Cyprus	Qebres<br><br>
cytology	sellulإ،enؤپsi; yؤپxteإ،enؤپsi<br><br>
Czech	cek<br><br>
Czechoslovakia	Cekoslovؤپki<br><br>
dab	andaki; rang zadan; zarbe zadan<br><br>
dacha	vilؤپ<br><br>
dactyl	anة،oإ،t<br><br>
dad	bؤپbؤپ; pedar<br><br>
daddy	bؤپbؤپ<br><br>
daemon	Ahriman; jenni<br><br>
daft	ؤپrؤپm<br><br>
dag	pulak<br><br>
dagger	deإ،ne; xanjar<br><br>
daily	hameruze; harruz; harruze; ruzؤپne; ruzberuz; xarji<br><br>
daily special	qazؤپ-ye ruz<br><br>
daintiness	إ،iki<br><br>
dairy	labaniyؤپt; labaniyؤپti; إ،irbandi<br><br>
dairy products	labaniyؤپt<br><br>
dairyman	إ،irforuإ،<br><br>
dally	taâ€™xir kardan; tafre zadan<br><br>
dam	band; sad; sadd; sadd-e ؤپb<br><br>
damage	ؤپsib; ؤپsib resؤپndan; ؤپsibdidegi; ؤپsibresؤپni; eybdؤپr kardan; ة،azande; latme; latme zadan; sadame zadan; xadإ،e; xarؤپbi; xelal; xesؤپrat; xesؤپrat resؤپndan; xesؤپrat vؤپred ؤپvardan; xesؤپrat vؤپred kardan; xesؤپrat zadan; xesؤپrati; xosrؤپn; zarar; zarar zadan; zؤپyeâ€™ kardan; ziyؤپn<br><br>
damage to the bodywork	xesؤپrat-e badane-ye otomobil<br><br>
damaged	ؤپsibdide; ma'yub; motezarrer; moxtal; xesؤپratdide<br><br>
damages	qarؤپmat-e ؤپsibdidegi; zؤپyeؤپt<br><br>
damask rose essential oil extraction	ة،olؤپbة،iri<br><br>
Damavand	Damؤپvand<br><br>
dame	bibi; kadbؤپnu; mؤپdؤپm<br><br>
damn	ؤپq kardan; besyؤپr; fohإ،; laâ€™nat kardan; la'nat kardan; la'nati<br><br>
damnable	la'nati<br><br>
damnation	la'n; la'nat<br><br>
damned	duzaxi; gojaste; jahannami; sardarة،om<br><br>
damnify	sadame zadan; xesؤپrat vؤپred ؤپvardan; xesؤپrat zadan<br><br>
damp	namnؤپk; rotubat; xisؤپndan<br><br>
damp down	xord sؤپxtan<br><br>
dampen	taâ€™dil kardan<br><br>
damper	taâ€™dilkonandeâ€Œ; xafekonande<br><br>
damping	ta'dil<br><br>
dampness	nam; rotubat<br><br>
damsel	duإ،ize<br><br>
damselfly	sanjؤپqak<br><br>
dance	raqqؤپsi; raqs; raqsidan; raqsidan (raqs)<br><br>
dancer	raqqؤپs; raqqؤپse; raqsande<br><br>
dancing	raqs; raqsؤپn<br><br>
dandelion	qؤپsedak<br><br>
dandruff	إ،ure; إ،ure-ye sar<br><br>
dandy	إ،ikpuإ،; xoإ،tip; إ¾igul<br><br>
dandyism	إ،ikpuإ،i<br><br>
daneshsara	dؤپneإ،sarؤپ<br><br>
danger	xatar<br><br>
danger of disease	xatar-e إ،oyu-e bimؤپrihؤپ-ye hamegir<br><br>
dangerous	xatarnؤپk; xatir<br><br>
dangle	ؤپvixtan; ؤپvizؤپn budan; ؤپvizؤپn kardan<br><br>
dangling	ؤپvizؤپn<br><br>
Danish	dؤپnmؤپrki<br><br>
dank	martub<br><br>
danseuse	raqqؤپse<br><br>
dapper	إ،ik<br><br>
dara	dؤپrؤپ<br><br>
dare	be mobؤپreze talabidan; jorâ€™at kardan; jor'at kardan; mobؤپderat be kؤپr-e dalirؤپneâ€Œ kardan; إ،ahؤپmat; yؤپrؤپ budan<br><br>
daring	jasur; jausr; jor'at; إ،ahؤپmat<br><br>
dark	bixabari; sabzeru; siyؤپh; tؤپr; tؤپrik; tire; zolmؤپni<br><br>
dark blue	sormei<br><br>
dark tea	cؤپy-e porrang<br><br>
dark-colored	porrang; sabze; tirerang<br><br>
darken	tؤپrik kardan; tire kardan<br><br>
darkness	tؤپriki; tiregi; tireة،i; zalؤپlat<br><br>
darling	aziz; mahbub<br><br>
darn	fohإ،; rofu<br><br>
darning needle	sanjؤپqak<br><br>
dart	neyze; peykؤپn; zubin<br><br>
dash	be إ،eddat zadan; be sorâ€™at anjؤپm dؤپdan; be sorâ€™at raftan; fؤپsele-yeâ€Œ miyؤپn do harf; harؤپrat; parؤپkande kardan; rؤپbete; xatt-e tire; xodnamؤپyi kardan<br><br>
dashboard	dؤپإ،bord<br><br>
dashing	bibؤپk<br><br>
dastard	nؤپmard<br><br>
data	dؤپde; ettelؤپؤپt; savؤپbeq<br><br>
data set	dؤپdeة،ؤپn<br><br>
database	bؤپnk-e ettelؤپؤپt<br><br>
date	molؤپqؤپt; naxl; qarؤپr gozؤپإ،tan; xormؤپ; zamؤپn<br><br>
date of birth	Milؤپd; tؤپrix-e tavallod<br><br>
date palm	deraxt-e xormؤپ; xormؤپ<br><br>
dated	movarrex; movarrex (movarrexin); movarrexe<br><br>
dative	entesؤپbi<br><br>
datum	dؤپde; ettelؤپ'; ma'xaz<br><br>
daub	mؤپlidan<br><br>
daughter	doxt; doxtar; farzand<br><br>
daughter of the sister	xؤپharzؤپde<br><br>
daughter-in-law	arus<br><br>
daunt	rؤپm kardan<br><br>
davy	sowة،and<br><br>
dawdle	fesfes kardan<br><br>
dawdler	fesfesu; semsؤپr<br><br>
dawdling	fesfes<br><br>
dawn	ؤپqؤپz إ،odan; bؤپmdؤپd; sahar; saharة،ah; saharة،ؤپh; sehr; sepide; sepidedam; sepidedamؤپn<br><br>
dawn upon	xotur kardan<br><br>
day	roz; ruz; yowm; yowm (ayyؤپm)<br><br>
day after tomorrow	pasfardؤپ<br><br>
day and night	إ،abؤپneruz<br><br>
day before yesterday	pariruz<br><br>
day dreamer	xiyؤپlpardؤپz<br><br>
day laborer	kؤپrgar-e ruzmozd; ruzmozd<br><br>
day light	nur-e tabi'i<br><br>
day of arrival	ruz-e vorud<br><br>
day of departure	ruz-e harekat; ruz-e safar<br><br>
day trip	gardeإ،-e yekruze<br><br>
daybreak	bؤپmdؤپd; sepidedam<br><br>
daydreamer	xiyؤپlparast; xiyؤپlparvar<br><br>
daydreaming	xiyؤپlbؤپfi<br><br>
daylight	rowإ،anؤپyi-ye ruz<br><br>
daytime	ruz<br><br>
daze	monjamed إ،odan; xireة،i; إ¾ulideâ€Œ kardan<br><br>
dazed	xire; إ¾ulide<br><br>
dazzling	xirekonande<br><br>
de-escalation	mahdudsؤپzi; taإ،annoyzodؤپyi<br><br>
deactivate	az asar andؤپxtan<br><br>
dead	bijؤپn; morde<br><br>
dead body	jasad<br><br>
dead drunk	pؤپtil<br><br>
dead end	bonbast<br><br>
dead state	mordeة،i<br><br>
dead-end street	kuce-ye bonbast<br><br>
deadline	mow'ed<br><br>
deadlock	bonbast<br><br>
deadly	koإ،ande; marة،bؤپr; mohlek<br><br>
deaerator	havؤپة،ir<br><br>
deaf	kar; nؤپإ،enavؤپ; puk<br><br>
deaf and dumb	karolؤپl<br><br>
deaf-blind	karokur<br><br>
deafness	nؤپإ،enavؤپyi<br><br>
deal	hadd; moؤپmele (moؤپmelؤپt); moؤپmeleâ€Œ kardan; qarؤپromadؤپr; sarokؤپr; sarokؤپr dؤپإ،tan; towziâ€™ kardan<br><br>
dealer	dallؤپl; moؤپmeleة،ar<br><br>
dealer in second-hand goods	semsؤپr<br><br>
dealing	moؤپmele; moؤپmele (moؤپmelؤپt)<br><br>
dealings	morؤپvedؤپt<br><br>
dean	riإ،sefid<br><br>
dear	aziz; gerؤپmi; ة،erؤپmi; ة،erؤپn<br><br>
death	ajall; darة،ozaإ،t; e'dؤپmi; fowt; halؤپkat; marg; marة،; mordeة،i; rehlat<br><br>
death penalty	mojؤپzؤپt-e marg<br><br>
death sentence	hokm-e e'dؤپm<br><br>
deathlike	marة،bؤپr<br><br>
deaths	talafؤپt<br><br>
debacle	eftezؤپh; sarneة،uni<br><br>
debar	bؤپz dؤپإ،tan<br><br>
debarment	piإ،ة،iri<br><br>
debase	eybdؤپr kardan; post kardan; xؤپr kardan<br><br>
debased	xؤپr<br><br>
debasing	xeffatbؤپr<br><br>
debate	bahs; jarrobahs; matrah kardan; mobؤپhese; mobؤپheseâ€Œ kardan; monؤپzere; monؤپzere (monؤپzerؤپt); monؤپzereâ€Œ kardan; mozؤپkerؤپt-e pؤپrlemؤپni; mozؤپkere; sarokalleâ€Œ zadan<br><br>
debate a matter in one's mind	sangin kardan<br><br>
debauch	alvؤپti; fؤپsed kardan<br><br>
debauchery	harzeة،i; meyة،osؤپri<br><br>
debilitate	tazâ€™if kardan; zaif kardan<br><br>
debilitating	taz'ifkonande<br><br>
debilitation	nؤپtavؤپnsؤپzi; taz'if<br><br>
debility	za'f<br><br>
debit	bedehi<br><br>
debonair	xoإ،tabâ€™<br><br>
debrief	porseإ، kardan<br><br>
debris	avؤپr; ؤپvؤپr; bؤپqimؤپnde; xؤپkrube; xorde<br><br>
debt	bedehi; deyn; qarz; qarz (qoruz); vؤپm<br><br>
debtor	bedehkؤپr; madyun<br><br>
debut	ؤپqؤپz-e kؤپr; إ،oruâ€™ be kؤپr kardan<br><br>
debutant	tؤپzekؤپr<br><br>
decade	dahe<br><br>
decadence	enhetؤپt; fesؤپd; tanazzol; zavؤپl<br><br>
decal	aksbargardؤپn<br><br>
decalcomania	aksbargardؤپn<br><br>
decamp	raxt bar bastan<br><br>
decant	rixtan<br><br>
decanter	tong<br><br>
decapitate	gardan zadan; sar boridan<br><br>
decapitation	sar boridan<br><br>
decay	fؤپsed إ،odan; fesؤپd; forupؤپإ،i; mahv إ،odan; pusidan; pusidan (pus); pusideة،i; tabؤپhi; tanazzol; tanazzol kardan; xarؤپbi; zavؤپl; zؤپyeâ€™ kardan<br><br>
decayed	fؤپsed<br><br>
decease	dar gozaإ،tan<br><br>
deceased	marhum; morde<br><br>
decedent	marhum<br><br>
deceit	farib; hile<br><br>
deceitful	makkؤپr<br><br>
deceive	farib dؤپdan; fariftan; gul zadan; maqbun kardan; pؤپ zadan<br><br>
deceiver	faribdehande<br><br>
December	desؤپmbr; desؤپmr<br><br>
decency	adab (ؤپdؤپb); nejؤپbat<br><br>
decend	forud<br><br>
decent	ؤپrؤپste; mahjub; najib; pؤپkbin<br><br>
decently	ؤپberumandؤپne<br><br>
deception	eqfؤپl; farib; ة،ul; neyranة،; taqallob; tazvir<br><br>
deceptive	faribande; ة،omrؤپhkonande; ة،ulzanande<br><br>
decide	feysal dؤپdan; feysal-e dؤپdan; feysale kardan; hal kardan; hallofasl kardan; mosammam إ،odan; qasd kardan; tasmim gereftan; tasmim gereftan (gir)<br><br>
decided	mosammam<br><br>
decimal	a'إ،ؤپr; a'إ،ؤپri; dahة،ؤپn<br><br>
decimal point	momayyez<br><br>
decipher	kaإ،f kardan<br><br>
decision	azm; tasmim; tasmimة،ir; tasmimgiri<br><br>
decision making	tasmimة،iri<br><br>
decisive	qؤپte'; ta'yinkonande<br><br>
decisively	qؤپteؤپne<br><br>
decisiveness	qؤپteiyat<br><br>
deck	arإ،e; arإ،e-ye keإ،ti<br><br>
declamation	xؤپnandeة،i<br><br>
declaration	eâ€™lؤپmiye; e'lؤپm; e'lؤپmiye; e'lؤپn; eqrؤپrnؤپme; ezhؤپr; ezhؤپrnؤپme; towzih<br><br>
declaration of war	e'lؤپn-e jang<br><br>
declare	avؤپrez-e gomrok pardؤپxtan; eâ€™lؤپn kardan; e'lؤپm kardan; ezhؤپr dؤپإ،tan; ezhؤپr kardan; ة،oftan; gomroki pardؤپxtan; إ،enؤپsؤپndan<br><br>
declared	ezhؤپrإ،ode; إ،enؤپsؤپyiإ،ode<br><br>
declaring	mo'taref<br><br>
decline	enhetؤپt; fesؤپd; kؤپheإ،; kؤپstan; mؤپyelإ،odan; napaziroftan; rad kardan; ru be zavؤپl gozؤپrdan; sarf kardan; إ،ib peydؤپ kardan; soqut; soqut kardan; tanazzol kardan; xam إ،odan; xamidan; xord إ،odan; zavؤپl<br><br>
declivitous	إ،ibdؤپr<br><br>
declivity	sarؤپإ،ibi; sarؤپziri; sinekeإ،<br><br>
decoct	poxtan<br><br>
decoction	juإ،ؤپndan<br><br>
decoder	kodة،oإ،ؤپ; ramzة،oإ،ؤپ; ramzإ،enؤپs<br><br>
decoding	ramzة،oإ،ؤپyi; ramzxؤپn<br><br>
decollate	gardan zadan; sar boridan<br><br>
decolletage	dekolte<br><br>
decolorization	ranة،zedؤپyi<br><br>
